fid,id,pid,mid,sex,sexf,pop,reg,population,region
ST154,HG04029,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST076,HG04033,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST094,HG04035,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST170,HG04038,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST172,HG04039,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST171,HG04042,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST173,HG04047,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
IT180,HG04054,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT180,HG04056,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT184,HG04059,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT183,HG04060,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT182,HG04061,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT182,HG04062,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT183,HG04063,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT45,HG04070,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
ST190,HG04075,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
IT191,HG04076,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT194,HG04080,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT199,HG04090,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT199,HG04093,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT201,HG04094,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT202,HG04096,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT205,HG04098,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
ST203,HG04099,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST203,HG04100,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST176,HG04106,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST176,HG04107,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
IT214,HG04118,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
BD44,HG04131,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD45,HG04134,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD47,HG04140,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD47,HG04141,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD48,HG04144,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD49,HG04146,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD51,HG04152,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD51,HG04153,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD52,HG04155,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD52,HG04156,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD53,HG04158,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD53,HG04159,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD54,HG04161,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD54,HG04162,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD55,HG04164,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD57,HG04171,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD58,HG04173,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD59,HG04176,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD59,HG04177,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD60,HG04180,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD61,HG04182,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD61,HG04183,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD62,HG04185,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD62,HG04186,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD63,HG04188,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD63,HG04189,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD65,HG04194,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD65,HG04195,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
IT220,HG04198,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT220,HG04200,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT222,HG04202,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
HG04206,HG04206,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT217,HG04209,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
ST186,HG04210,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
IT223,HG04211,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT223,HG04212,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT226,HG04214,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT227,HG04216,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT228,HG04219,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT225,HG04222,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT231,HG04225,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
ST232,HG04227,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST232,HG04229,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
IT237,HG04235,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT240,HG04238,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
HG04239,HG04239,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
1328,NA06984,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1341,NA06985,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
13291,NA06986,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1328,NA06989,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1340,NA06994,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1340,NA07000,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
13291,NA07037,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1341,NA07048,NA07034,NA07055,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
13292,NA07051,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1340,NA07056,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1345,NA07347,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1345,NA07357,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1334,NA10847,NA12146,NA12239,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1344,NA10851,NA12056,NA12057,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1350,NA11829,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1350,NA11830,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1350,NA11831,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1350,NA11832,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1349,NA11840,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1349,NA11843,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1347,NA11881,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1377,NA11892,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1377,NA11893,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1377,NA11894,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1423,NA11918,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1423,NA11919,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1423,NA11920,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1424,NA11930,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1424,NA11931,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1424a,NA11932,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1424a,NA11933,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1362,NA11992,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1362,NA11994,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1362,NA11995,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1420,NA12003,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1420,NA12004,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1420,NA12005,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1420,NA12006,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1346,NA12043,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1346,NA12044,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1346,NA12045,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1346,NA12046,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1344,NA12058,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1334,NA12144,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1408,NA12154,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1408,NA12155,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1408,NA12156,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1375,NA12234,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1416,NA12249,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1418,NA12272,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1418,NA12273,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1418,NA12275,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1421a,NA12282,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1421a,NA12283,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1421,NA12286,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1421,NA12287,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1330,NA12340,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1330,NA12341,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1330,NA12342,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
13281,NA12347,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
13281,NA12348,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1353,NA12383,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1354,NA12399,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1354,NA12400,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1355,NA12413,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1355,NA12414,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1353,NA12489,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1353,NA12546,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1358,NA12716,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1358,NA12717,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1358,NA12718,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1444,NA12748,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1444,NA12749,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1444,NA12750,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1444,NA12751,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1447,NA12760,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1447,NA12761,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1447,NA12762,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1447,NA12763,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1451,NA12775,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1451,NA12776,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1451,NA12777,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1451,NA12778,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1454,NA12812,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1454,NA12813,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1454,NA12814,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1454,NA12815,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1456,NA12827,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1456,NA12828,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1456,NA12829,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1456,NA12830,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1458,NA12842,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1458,NA12843,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1459,NA12872,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1459,NA12873,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1459,NA12874,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1463,NA12878,NA12891,NA12892,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1463,NA12889,0,0,1,male,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
1463,NA12890,0,0,2,female,CEU,EUR,Utah residents with Northern and Western European ancestry,Europe
Y001,NA18486,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y001,NA18488,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y002,NA18489,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y003,NA18498,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y003,NA18499,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y004,NA18501,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y004,NA18502,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y005,NA18504,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y005,NA18505,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y009,NA18507,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y009,NA18508,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y010a,NA18510,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y010,NA18511,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y013,NA18516,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y013,NA18517,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y014,NA18519,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y014,NA18520,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y016,NA18522,0,0,1,male,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
Y016,NA18523,0,0,2,female,YRI,AFR,"Yoruba in Ibadan, Nigeria",Africa
NA18525,NA18525,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18526,NA18526,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18528,NA18528,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18530,NA18530,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18531,NA18531,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18532,NA18532,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18533,NA18533,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18534,NA18534,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18535,NA18535,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18536,NA18536,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18537,NA18537,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18538,NA18538,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18539,NA18539,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18541,NA18541,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18542,NA18542,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18543,NA18543,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18544,NA18544,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18545,NA18545,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18546,NA18546,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18547,NA18547,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18548,NA18548,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18549,NA18549,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18550,NA18550,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18552,NA18552,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18553,NA18553,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18555,NA18555,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18557,NA18557,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18558,NA18558,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18559,NA18559,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18560,NA18560,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18561,NA18561,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18562,NA18562,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18563,NA18563,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18564,NA18564,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18565,NA18565,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18566,NA18566,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18567,NA18567,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18570,NA18570,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18571,NA18571,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18572,NA18572,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18573,NA18573,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18574,NA18574,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18577,NA18577,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18579,NA18579,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18582,NA18582,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18591,NA18591,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18592,NA18592,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18593,NA18593,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18595,NA18595,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18596,NA18596,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18597,NA18597,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18599,NA18599,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18602,NA18602,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18603,NA18603,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18605,NA18605,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18606,NA18606,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18608,NA18608,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18609,NA18609,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18610,NA18610,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18611,NA18611,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18612,NA18612,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18613,NA18613,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18614,NA18614,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18615,NA18615,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18616,NA18616,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18617,NA18617,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18618,NA18618,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18619,NA18619,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18620,NA18620,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18621,NA18621,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18622,NA18622,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18623,NA18623,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18624,NA18624,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18625,NA18625,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18626,NA18626,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18627,NA18627,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18628,NA18628,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18629,NA18629,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18630,NA18630,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18631,NA18631,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18632,NA18632,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18633,NA18633,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18634,NA18634,0,0,2,female,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18635,NA18635,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18636,NA18636,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18637,NA18637,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18638,NA18638,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
NA18639,NA18639,0,0,1,male,CHB,EAS,"Han Chinese in Beijing, China",East Asia
